,col1,col2,col3,col4,date_of_birth
2944,2944,310,586,2944,1994-07-27
2945,2945,4,377,2945,1958-05-04
2946,2946,216,11,2946,1969-12-27
2947,2947,203,195,2947,1919-09-30
2948,2948,18,62,2948,2014-07-04
2949,2949,52,449,2949,1946-07-04
2950,2950,98,809,2950,1964-06-13
2951,2951,127,125,2951,1961-07-27
2952,2952,258,92,2952,2015-06-29
2953,2953,353,797,2953,1960-08-11
2954,2954,74,12,2954,2020-03-21
2955,2955,95,225,2955,1997-02-23
2956,2956,7,16,2956,1989-10-09
2957,2957,128,810,2957,1929-12-29
2958,2958,146,71,2958,1972-02-11
2959,2959,14,489,2959,1957-07-31
2960,2960,9,811,2960,1958-02-15
2961,2961,347,60,2961,1986-08-03
2962,2962,507,46,2962,1929-11-29
2963,2963,214,220,2963,1995-09-19
2964,2964,18,335,2964,1996-01-16
2965,2965,94,287,2965,1923-07-22
2966,2966,8,539,2966,1977-10-27
2967,2967,34,108,2967,1964-11-26
2968,2968,204,287,2968,1918-06-20
2969,2969,7,580,2969,1988-11-21
2970,2970,65,19,2970,1919-03-21
2971,2971,132,283,2971,1959-04-08
2972,2972,111,464,2972,1910-12-07
2973,2973,45,688,2973,1910-04-17
2974,2974,271,71,2974,2021-09-24
2975,2975,23,374,2975,1980-05-26
2976,2976,284,431,2976,2008-10-11
2977,2977,218,560,2977,1946-06-06
2978,2978,206,812,2978,1952-06-27
2979,2979,8,813,2979,1988-08-01
2980,2980,81,118,2980,1933-08-09
2981,2981,255,404,2981,1920-12-23
2982,2982,258,71,2982,1932-12-21
2983,2983,180,578,2983,2017-08-05
2984,2984,7,186,2984,1916-07-24
2985,2985,146,62,2985,1968-04-12
2986,2986,26,133,2986,2019-06-20
2987,2987,135,653,2987,1960-10-09
2988,2988,59,229,2988,1918-11-17
2989,2989,34,40,2989,1954-03-17
2990,2990,291,814,2990,1964-05-07
2991,2991,98,189,2991,1969-01-04
2992,2992,207,85,2992,1986-05-28
2993,2993,24,382,2993,1952-04-27
2994,2994,356,52,2994,2007-04-05
2995,2995,63,37,2995,1938-04-02
2996,2996,180,226,2996,1970-10-14
2997,2997,132,778,2997,1935-12-16
2998,2998,364,815,2998,1926-01-12
2999,2999,29,716,2999,2003-02-15
3000,3000,258,378,3000,1927-07-12
3001,3001,7,294,3001,1916-12-01
3002,3002,12,226,3002,1977-01-14
3003,3003,24,43,3003,2020-04-23
3004,3004,54,218,3004,1957-11-29
3005,3005,287,163,3005,1919-09-10
3006,3006,147,338,3006,1963-11-01
3007,3007,186,154,3007,1965-02-23
3008,3008,196,553,3008,1928-10-29
3009,3009,104,813,3009,1951-06-26
3010,3010,281,535,3010,1951-01-05
3011,3011,275,306,3011,1953-02-23
3012,3012,3,489,3012,2015-12-26
3013,3013,173,27,3013,2001-02-06
3014,3014,94,386,3014,2010-06-07
3015,3015,15,816,3015,1941-05-31
3016,3016,20,278,3016,1978-02-13
3017,3017,88,125,3017,1972-08-17
3018,3018,92,71,3018,2008-01-30
3019,3019,166,83,3019,1914-04-07
3020,3020,18,549,3020,1936-05-14
3021,3021,95,64,3021,1932-03-07
3022,3022,384,71,3022,2005-03-21
3023,3023,46,817,3023,1926-03-13
3024,3024,525,43,3024,1960-10-05
3025,3025,401,759,3025,1977-01-24
3026,3026,76,282,3026,2023-04-16
3027,3027,116,509,3027,1964-12-28
3028,3028,185,71,3028,1990-02-06
3029,3029,124,123,3029,1943-05-08
3030,3030,216,334,3030,2000-11-26
3031,3031,200,353,3031,1917-09-13
3032,3032,8,92,3032,1945-05-22
3033,3033,8,110,3033,1978-12-16
3034,3034,204,238,3034,2004-11-06
3035,3035,532,460,3035,1976-05-29
3036,3036,447,366,3036,2018-10-31
3037,3037,224,145,3037,1916-07-15
3038,3038,288,182,3038,2005-07-12
3039,3039,60,168,3039,1924-04-18
3040,3040,114,396,3040,1926-05-07
3041,3041,79,818,3041,1920-03-07
3042,3042,439,410,3042,2018-07-08
3043,3043,34,509,3043,1944-01-11
3044,3044,384,71,3044,1931-02-18
3045,3045,24,470,3045,1923-12-06
3046,3046,254,670,3046,2018-01-11
3047,3047,315,387,3047,1938-08-03
3048,3048,29,740,3048,1936-11-08
3049,3049,132,819,3049,1961-09-14
3050,3050,380,362,3050,2004-05-19
3051,3051,525,273,3051,1932-09-01
3052,3052,11,65,3052,1936-11-02
3053,3053,218,658,3053,1913-11-04
3054,3054,23,232,3054,2007-09-07
3055,3055,161,502,3055,1960-11-01
3056,3056,140,78,3056,2008-12-12
3057,3057,85,347,3057,2016-06-18
3058,3058,58,305,3058,1966-10-15
3059,3059,68,820,3059,1971-10-30
3060,3060,170,725,3060,1993-08-06
3061,3061,71,18,3061,1993-09-04
3062,3062,7,608,3062,1915-08-26
3063,3063,338,110,3063,2008-03-08
3064,3064,57,255,3064,1932-09-22
3065,3065,477,64,3065,1985-08-08
3066,3066,32,184,3066,2008-10-03
3067,3067,34,588,3067,1983-08-22
3068,3068,42,352,3068,1950-08-02
3069,3069,72,821,3069,1948-11-13
3070,3070,48,660,3070,2012-06-27
3071,3071,7,64,3071,1924-08-01
3072,3072,335,434,3072,1986-01-18
3073,3073,166,6,3073,1933-12-17
3074,3074,272,33,3074,1970-12-24
3075,3075,347,369,3075,2008-02-20
3076,3076,42,822,3076,1994-09-02
3077,3077,149,32,3077,1954-12-22
3078,3078,190,139,3078,1917-08-23
3079,3079,533,219,3079,1934-01-19
3080,3080,236,441,3080,1912-06-27
3081,3081,13,474,3081,1968-01-13
3082,3082,134,33,3082,1963-08-12
3083,3083,342,34,3083,1911-09-18
3084,3084,215,823,3084,1941-11-15
3085,3085,84,682,3085,2002-12-09
3086,3086,239,28,3086,2014-04-16
3087,3087,7,153,3087,2000-08-10
3088,3088,67,95,3088,1979-03-10
3089,3089,121,117,3089,1911-12-10
3090,3090,201,33,3090,1934-11-26
3091,3091,25,83,3091,1967-12-08
3092,3092,265,318,3092,1910-04-07
3093,3093,19,205,3093,1949-06-21
3094,3094,291,203,3094,1930-09-07
3095,3095,123,85,3095,1952-10-28
3096,3096,167,182,3096,2018-04-04
3097,3097,453,413,3097,1915-07-27
3098,3098,342,188,3098,1927-03-03
3099,3099,534,152,3099,1928-09-11
3100,3100,73,222,3100,1934-06-26
3101,3101,28,395,3101,2012-11-07
3102,3102,216,12,3102,1963-03-19
3103,3103,18,130,3103,1962-05-07
3104,3104,241,263,3104,1939-10-12
3105,3105,341,82,3105,1924-07-12
3106,3106,348,404,3106,1931-04-06
3107,3107,24,225,3107,1915-07-20
3108,3108,235,53,3108,1917-06-07
3109,3109,69,226,3109,2019-02-22
3110,3110,128,388,3110,1996-06-11
3111,3111,17,589,3111,1956-12-07
3112,3112,520,78,3112,1927-03-23
3113,3113,51,74,3113,2013-08-12
3114,3114,74,83,3114,2011-08-04
3115,3115,272,3,3115,2017-05-19
3116,3116,73,469,3116,2014-11-09
3117,3117,13,378,3117,1924-04-26
3118,3118,474,113,3118,1971-04-09
3119,3119,328,110,3119,1931-08-04
3120,3120,114,589,3120,1959-08-03
3121,3121,65,235,3121,1916-08-21
3122,3122,7,404,3122,1923-04-19
3123,3123,356,152,3123,1971-05-03
3124,3124,79,83,3124,1923-02-21
3125,3125,84,39,3125,2003-09-11
3126,3126,309,64,3126,2018-02-15
3127,3127,50,383,3127,1963-07-29
3128,3128,70,78,3128,2014-11-12
3129,3129,24,824,3129,1994-02-16
3130,3130,408,32,3130,1985-12-14
3131,3131,464,249,3131,1926-10-10
3132,3132,211,151,3132,2002-07-24
3133,3133,35,825,3133,2005-01-26
3134,3134,376,716,3134,1985-09-13
3135,3135,42,123,3135,2024-05-16
3136,3136,257,355,3136,1998-05-21
3137,3137,384,226,3137,2005-10-30
3138,3138,7,123,3138,1985-05-06
3139,3139,65,826,3139,2015-02-03
3140,3140,507,350,3140,1965-10-30
3141,3141,42,657,3141,1980-01-05
3142,3142,7,381,3142,1955-09-02
3143,3143,29,67,3143,1922-06-16
3144,3144,200,46,3144,2022-03-04
3145,3145,146,701,3145,1918-04-05
3146,3146,179,28,3146,1922-01-23
3147,3147,207,265,3147,1964-05-04
3148,3148,9,78,3148,2012-03-20
3149,3149,7,754,3149,1966-02-03
3150,3150,344,93,3150,1989-01-29
3151,3151,379,732,3151,1949-02-14
3152,3152,8,256,3152,1971-12-09
3153,3153,71,472,3153,1948-08-29
3154,3154,312,33,3154,1965-01-23
3155,3155,357,827,3155,1979-12-20
3156,3156,90,493,3156,1999-09-03
3157,3157,284,52,3157,1948-08-17
3158,3158,24,198,3158,1989-01-06
3159,3159,207,249,3159,1924-08-26
3160,3160,535,613,3160,1936-01-24
3161,3161,32,123,3161,2000-12-10
3162,3162,208,147,3162,2015-06-06
3163,3163,68,51,3163,2024-05-23
3164,3164,262,432,3164,1967-06-25
3165,3165,89,125,3165,1962-03-26
3166,3166,288,130,3166,1954-07-26
3167,3167,377,142,3167,1977-12-02
3168,3168,72,125,3168,2007-06-30
3169,3169,150,380,3169,1988-09-15
3170,3170,12,729,3170,1922-12-18
3171,3171,50,71,3171,1917-03-03
3172,3172,2,71,3172,1988-08-03
3173,3173,128,78,3173,1936-04-18
3174,3174,24,106,3174,1967-05-23
3175,3175,44,136,3175,1972-05-16
3176,3176,57,476,3176,2001-09-11
3177,3177,29,613,3177,1965-10-08
3178,3178,282,228,3178,1972-08-25
3179,3179,45,32,3179,1997-06-23
3180,3180,72,85,3180,2001-05-24
3181,3181,179,827,3181,2007-12-06
3182,3182,7,467,3182,1982-07-31
3183,3183,207,65,3183,1967-11-17
3184,3184,13,542,3184,1955-05-10
3185,3185,315,198,3185,1994-06-02
3186,3186,536,125,3186,1949-02-12
3187,3187,179,125,3187,1962-08-27
3188,3188,179,113,3188,1961-10-24
3189,3189,331,329,3189,1950-08-27
3190,3190,384,146,3190,2007-02-08
3191,3191,458,4,3191,1921-07-06
3192,3192,32,705,3192,1984-03-08
3193,3193,42,115,3193,1982-10-26
3194,3194,84,404,3194,1950-11-30
3195,3195,2,283,3195,1981-11-06
3196,3196,284,223,3196,2017-12-13
3197,3197,137,425,3197,1930-06-12
3198,3198,182,32,3198,1971-09-19
3199,3199,0,514,3199,1996-09-19
3200,3200,483,310,3200,1946-11-28
3201,3201,33,828,3201,1968-12-11
3202,3202,338,164,3202,1990-12-10
3203,3203,364,395,3203,1935-11-14
3204,3204,111,474,3204,1914-05-27
3205,3205,75,70,3205,1972-12-17
3206,3206,16,381,3206,2021-07-12
3207,3207,301,341,3207,1991-09-03
3208,3208,15,19,3208,1982-08-07
3209,3209,72,51,3209,2015-05-03
3210,3210,154,238,3210,1971-02-25
3211,3211,2,144,3211,1983-05-08
3212,3212,236,225,3212,1941-10-27
3213,3213,50,13,3213,2014-07-27
3214,3214,25,311,3214,2021-11-05
3215,3215,498,249,3215,1939-02-04
3216,3216,94,188,3216,1922-04-26
3217,3217,111,405,3217,1964-03-07
3218,3218,195,79,3218,1925-04-07
3219,3219,469,375,3219,1910-04-04
3220,3220,128,542,3220,1970-03-01
3221,3221,304,123,3221,2014-06-24
3222,3222,482,829,3222,1912-10-26
3223,3223,19,62,3223,1992-01-26
3224,3224,208,172,3224,1910-08-07
3225,3225,74,225,3225,1974-07-08
3226,3226,202,509,3226,2018-03-11
3227,3227,71,740,3227,1993-07-02
3228,3228,185,741,3228,1995-07-14
3229,3229,352,830,3229,1955-03-05
3230,3230,72,732,3230,2020-02-18
3231,3231,57,125,3231,1933-10-16
3232,3232,259,441,3232,1954-05-01
3233,3233,199,382,3233,1931-12-05
3234,3234,149,43,3234,1945-03-02
3235,3235,519,118,3235,1990-10-30
3236,3236,0,831,3236,1976-09-23
3237,3237,132,28,3237,1993-10-22
3238,3238,197,220,3238,1974-08-02
3239,3239,11,146,3239,1933-05-11
3240,3240,537,258,3240,1930-01-17
3241,3241,499,162,3241,1981-08-25
3242,3242,222,89,3242,1976-04-10
3243,3243,224,91,3243,2022-08-07
3244,3244,27,288,3244,1929-11-03
3245,3245,7,56,3245,1995-10-24
3246,3246,29,135,3246,1952-08-12
3247,3247,71,832,3247,1989-12-02
3248,3248,15,52,3248,1950-02-23
3249,3249,94,178,3249,1914-05-30
3250,3250,13,428,3250,1967-07-27
3251,3251,176,28,3251,1946-01-23
3252,3252,199,764,3252,1977-08-13
3253,3253,468,609,3253,1914-02-07
3254,3254,60,161,3254,1971-08-24
3255,3255,464,125,3255,1933-02-14
3256,3256,413,171,3256,1985-08-27
3257,3257,344,599,3257,1927-03-29
3258,3258,195,32,3258,1949-12-02
3259,3259,242,334,3259,1944-08-20
3260,3260,15,82,3260,1968-04-02
3261,3261,71,589,3261,1975-12-13
3262,3262,36,213,3262,1923-09-11
3263,3263,94,145,3263,1923-06-02
3264,3264,538,833,3264,1986-04-22
3265,3265,17,249,3265,1972-11-20
3266,3266,45,729,3266,1934-11-10
3267,3267,32,217,3267,1916-08-17
3268,3268,35,152,3268,1971-08-21
3269,3269,288,272,3269,1917-09-27
3270,3270,81,194,3270,1973-08-05
3271,3271,129,655,3271,1935-03-13
3272,3272,34,85,3272,1921-09-13
3273,3273,282,366,3273,1946-12-20
3274,3274,97,102,3274,2008-07-11
3275,3275,60,661,3275,2024-03-25
3276,3276,190,83,3276,1916-06-25
3277,3277,258,82,3277,2003-05-14
3278,3278,539,2,3278,1947-09-01
3279,3279,57,235,3279,1925-07-13
3280,3280,34,205,3280,1939-11-22
3281,3281,33,483,3281,1929-01-14
3282,3282,194,746,3282,1973-08-01
3283,3283,94,83,3283,2023-08-14
3284,3284,71,179,3284,1947-10-06
3285,3285,65,145,3285,1918-12-19
3286,3286,46,28,3286,1944-03-02
3287,3287,193,754,3287,1974-11-11
3288,3288,48,834,3288,1918-11-11
3289,3289,54,689,3289,1959-09-23
3290,3290,155,503,3290,1960-02-16
3291,3291,81,65,3291,2007-01-15
3292,3292,7,9,3292,1963-03-23
3293,3293,50,609,3293,1913-03-24
3294,3294,68,835,3294,1915-01-29
3295,3295,19,440,3295,1995-11-04
3296,3296,100,809,3296,1939-07-17
3297,3297,95,502,3297,1951-03-13
3298,3298,214,254,3298,1943-08-28
3299,3299,50,171,3299,1936-12-30
3300,3300,182,687,3300,1935-10-23
3301,3301,98,79,3301,1955-03-26
3302,3302,57,602,3302,2011-04-19
3303,3303,293,139,3303,1942-08-07
3304,3304,242,382,3304,1978-11-25
3305,3305,403,288,3305,1942-02-08
3306,3306,97,110,3306,1993-05-06
3307,3307,36,574,3307,1942-06-04
3308,3308,110,223,3308,1911-12-09
3309,3309,196,71,3309,1975-01-07
3310,3310,190,47,3310,1940-10-23
3311,3311,13,314,3311,1949-05-21
3312,3312,32,831,3312,2000-12-09
3313,3313,84,836,3313,2019-04-04
3314,3314,13,313,3314,1974-07-25
3315,3315,374,71,3315,1918-11-18
3316,3316,291,650,3316,1908-11-29
3317,3317,322,92,3317,2015-11-29
3318,3318,414,431,3318,1989-07-25
3319,3319,81,278,3319,1934-10-06
3320,3320,214,381,3320,1985-09-21
3321,3321,347,668,3321,2000-05-26
3322,3322,362,837,3322,1952-06-25
3323,3323,439,18,3323,1995-05-24
3324,3324,74,838,3324,1971-05-27
3325,3325,262,673,3325,1922-12-11
3326,3326,257,579,3326,1953-07-12
3327,3327,1,266,3327,2010-10-11
3328,3328,42,233,3328,1968-09-04
3329,3329,44,143,3329,1967-04-29
3330,3330,275,83,3330,1987-11-07
3331,3331,348,251,3331,2019-01-04
3332,3332,97,554,3332,1967-01-14
3333,3333,188,757,3333,1967-10-02
3334,3334,39,833,3334,2015-09-12
3335,3335,34,46,3335,1956-05-02
3336,3336,42,15,3336,2014-10-23
3337,3337,50,543,3337,2006-06-26
3338,3338,42,294,3338,1978-01-22
3339,3339,540,62,3339,1969-01-16
3340,3340,179,145,3340,1986-06-24
3341,3341,111,123,3341,1991-11-29
3342,3342,360,145,3342,1993-12-29
3343,3343,15,255,3343,1945-06-12
3344,3344,135,51,3344,1985-12-31
3345,3345,414,1,3345,2016-11-06
3346,3346,24,650,3346,1946-10-07
3347,3347,65,513,3347,2014-01-28
3348,3348,154,599,3348,2020-04-20
3349,3349,45,194,3349,2004-05-30
3350,3350,365,35,3350,1916-12-30
3351,3351,72,196,3351,1992-06-20
3352,3352,23,225,3352,1935-01-25
3353,3353,56,839,3353,2010-11-21
3354,3354,111,840,3354,1937-12-26
3355,3355,427,756,3355,2013-12-02
3356,3356,28,85,3356,1984-07-04
3357,3357,276,672,3357,1936-11-25
3358,3358,310,155,3358,2003-02-27
3359,3359,362,381,3359,1926-06-14
3360,3360,344,125,3360,1928-09-28
3361,3361,75,328,3361,1947-12-29
3362,3362,284,750,3362,1960-02-10
3363,3363,0,390,3363,1956-01-18
3364,3364,7,594,3364,1960-12-22
3365,3365,215,37,3365,1988-09-02
3366,3366,20,452,3366,1954-08-30
3367,3367,202,841,3367,1965-08-30
3368,3368,416,125,3368,1925-09-24
3369,3369,13,199,3369,2010-08-21
3370,3370,96,842,3370,1924-08-20
3371,3371,34,843,3371,2018-07-02
3372,3372,215,479,3372,1909-08-18
3373,3373,509,342,3373,1967-01-14
3374,3374,170,64,3374,1915-11-20
3375,3375,421,249,3375,1931-12-21
3376,3376,132,325,3376,1949-09-20
3377,3377,346,384,3377,1953-12-11
3378,3378,68,249,3378,1967-05-17
3379,3379,331,84,3379,2021-09-30
3380,3380,81,102,3380,1910-01-10
3381,3381,38,168,3381,1939-04-14
3382,3382,342,476,3382,1935-11-12
3383,3383,541,255,3383,2021-01-25
3384,3384,482,53,3384,1985-08-21
3385,3385,46,123,3385,2000-10-12
3386,3386,175,619,3386,1949-12-22
3387,3387,542,743,3387,1914-09-22
3388,3388,72,398,3388,1996-04-20
3389,3389,197,844,3389,1958-12-05
3390,3390,128,226,3390,1941-09-24
3391,3391,34,43,3391,2015-09-26
3392,3392,146,28,3392,1940-11-01
3393,3393,57,603,3393,1910-04-10
3394,3394,42,125,3394,1990-09-11
3395,3395,154,651,3395,1969-07-06
3396,3396,26,125,3396,2003-12-29
3397,3397,214,485,3397,1960-07-01
3398,3398,34,605,3398,2022-05-28
3399,3399,7,569,3399,1964-04-19
3400,3400,175,693,3400,1981-10-28
3401,3401,72,413,3401,1967-04-18
3402,3402,305,82,3402,1941-05-13
3403,3403,196,105,3403,1960-06-15
3404,3404,98,459,3404,1955-08-04
3405,3405,48,387,3405,1924-11-08
3406,3406,499,328,3406,1909-11-28
3407,3407,36,722,3407,1976-02-01
3408,3408,18,24,3408,1985-10-30
3409,3409,97,341,3409,2012-03-13
3410,3410,119,845,3410,1965-04-07
3411,3411,24,182,3411,1944-11-10
3412,3412,543,379,3412,1926-04-18
3413,3413,102,281,3413,1943-09-11
3414,3414,15,98,3414,1971-01-23
3415,3415,75,125,3415,2003-05-04
3416,3416,36,162,3416,1960-04-20
3417,3417,529,715,3417,2005-05-10
3418,3418,544,780,3418,1919-06-04
3419,3419,54,243,3419,1960-12-24
3420,3420,24,662,3420,1930-05-30
3421,3421,509,38,3421,1956-04-17
3422,3422,4,589,3422,1910-01-09
3423,3423,36,55,3423,1982-02-21
3424,3424,275,116,3424,1909-11-25
3425,3425,124,560,3425,2018-09-12
3426,3426,81,799,3426,2011-08-18
3427,3427,77,846,3427,1988-11-24
3428,3428,232,685,3428,1975-08-02
3429,3429,233,337,3429,2014-06-29
3430,3430,545,469,3430,1926-08-26
3431,3431,11,81,3431,1967-08-01
3432,3432,49,433,3432,1996-12-08
3433,3433,302,206,3433,1923-01-31
3434,3434,13,125,3434,1957-01-11
3435,3435,7,62,3435,1970-07-24
3436,3436,258,387,3436,1929-01-13
3437,3437,196,37,3437,1966-01-21
3438,3438,207,847,3438,1960-04-05
3439,3439,361,671,3439,2002-12-30
3440,3440,95,220,3440,2000-12-19
3441,3441,179,848,3441,2007-06-17
3442,3442,161,151,3442,1971-09-06
3443,3443,177,313,3443,1974-12-21
3444,3444,13,164,3444,1919-11-13
3445,3445,203,446,3445,1968-01-13
3446,3446,542,661,3446,1973-08-02
3447,3447,54,345,3447,1979-09-14
3448,3448,128,28,3448,1913-02-26
3449,3449,224,139,3449,2020-12-30
3450,3450,309,105,3450,1990-01-17
3451,3451,319,239,3451,2011-12-07
3452,3452,355,795,3452,1962-12-20
3453,3453,34,244,3453,1917-09-21
3454,3454,354,145,3454,1953-07-17
3455,3455,403,84,3455,1973-03-10
3456,3456,81,38,3456,1916-02-13
3457,3457,149,12,3457,1946-04-16
3458,3458,154,184,3458,1931-05-30
3459,3459,132,136,3459,1938-08-30
3460,3460,97,0,3460,1948-07-04
3461,3461,81,166,3461,1924-03-16
3462,3462,7,127,3462,1948-08-27
3463,3463,48,205,3463,1928-09-07
3464,3464,221,351,3464,1919-08-12
3465,3465,520,32,3465,2021-04-13
3466,3466,29,197,3466,1938-01-28
3467,3467,42,92,3467,1969-10-31
3468,3468,26,278,3468,1933-12-02
3469,3469,259,259,3469,1961-02-10
3470,3470,0,849,3470,1999-07-11
3471,3471,218,195,3471,2013-10-26
3472,3472,20,282,3472,2003-12-22
3473,3473,50,260,3473,2012-03-20
3474,3474,159,28,3474,2021-12-31
3475,3475,242,78,3475,2002-02-20
3476,3476,507,125,3476,1964-10-15
3477,3477,90,850,3477,1933-06-13
3478,3478,486,168,3478,1957-10-16
3479,3479,269,547,3479,1940-10-29
3480,3480,474,255,3480,1978-07-31
3481,3481,32,221,3481,2000-09-01
3482,3482,71,507,3482,2008-05-17
3483,3483,358,130,3483,1945-06-29
3484,3484,180,628,3484,1973-04-05
3485,3485,20,64,3485,1962-11-11
3486,3486,120,119,3486,2016-06-09
3487,3487,75,437,3487,1981-05-12
3488,3488,511,147,3488,1911-09-17
3489,3489,177,37,3489,2005-05-13
3490,3490,309,220,3490,2018-10-18
3491,3491,160,102,3491,1938-11-25
3492,3492,433,236,3492,1970-04-21
3493,3493,57,716,3493,1920-08-09
3494,3494,154,163,3494,1960-02-13
3495,3495,546,162,3495,1956-09-05
3496,3496,130,453,3496,1997-03-30
3497,3497,207,786,3497,1960-07-13
3498,3498,304,726,3498,2000-07-11
3499,3499,114,460,3499,1923-07-10
3500,3500,48,83,3500,1948-07-05
3501,3501,38,1,3501,1960-11-09
3502,3502,196,560,3502,1981-10-04
3503,3503,81,37,3503,1923-07-15
3504,3504,170,125,3504,2009-05-26
3505,3505,157,263,3505,2013-01-28
3506,3506,52,348,3506,1999-05-03
3507,3507,402,851,3507,1974-02-25
3508,3508,114,1,3508,1943-10-18
3509,3509,233,544,3509,1950-09-15
3510,3510,135,39,3510,1965-09-21
3511,3511,48,282,3511,1981-01-25
3512,3512,421,226,3512,1986-12-28
3513,3513,338,258,3513,1976-06-30
3514,3514,13,5,3514,1984-02-13
3515,3515,323,586,3515,2010-12-21
3516,3516,265,225,3516,1928-02-14
3517,3517,162,418,3517,1960-04-05
3518,3518,4,484,3518,1964-09-05
3519,3519,182,339,3519,1969-08-14
3520,3520,33,326,3520,1925-12-08
3521,3521,354,600,3521,2007-04-16
3522,3522,26,249,3522,1911-08-05
3523,3523,187,71,3523,2008-02-05
3524,3524,302,354,3524,1922-10-14
3525,3525,57,285,3525,1961-04-06
3526,3526,135,330,3526,1916-08-13
3527,3527,74,516,3527,1964-11-26
3528,3528,33,340,3528,1924-11-28
3529,3529,253,98,3529,1982-02-10
3530,3530,42,568,3530,1956-11-25
3531,3531,150,314,3531,1946-11-22
3532,3532,34,282,3532,1932-03-19
3533,3533,36,213,3533,1954-02-13
3534,3534,150,78,3534,1970-11-15
3535,3535,534,296,3535,1949-10-01
3536,3536,478,123,3536,2004-03-05
3537,3537,350,171,3537,1931-10-18
3538,3538,340,542,3538,1940-12-25
3539,3539,226,155,3539,1973-01-26
3540,3540,5,45,3540,1931-06-07
3541,3541,7,472,3541,1989-12-14
3542,3542,242,683,3542,1987-10-17
3543,3543,520,123,3543,2009-05-30
3544,3544,15,180,3544,2003-11-10
3545,3545,13,651,3545,1988-09-23
3546,3546,286,185,3546,1976-03-25
3547,3547,15,852,3547,1980-03-03
3548,3548,108,71,3548,1962-02-26
3549,3549,172,853,3549,1950-11-14
3550,3550,242,129,3550,1939-04-22
3551,3551,69,164,3551,1947-07-09
3552,3552,260,854,3552,1968-01-16
3553,3553,463,470,3553,1961-12-22
3554,3554,57,379,3554,1991-10-17
3555,3555,51,73,3555,1948-05-30
3556,3556,13,264,3556,1984-01-13
3557,3557,304,661,3557,1998-09-27
3558,3558,342,448,3558,1985-07-24
3559,3559,7,147,3559,2007-08-14
3560,3560,13,578,3560,1955-02-24
3561,3561,7,504,3561,1980-09-30
3562,3562,258,22,3562,1923-07-06
3563,3563,92,617,3563,2010-05-29
3564,3564,126,618,3564,2002-12-01
3565,3565,191,386,3565,1940-01-02
3566,3566,66,125,3566,1933-04-26
3567,3567,75,826,3567,1921-11-20
3568,3568,98,360,3568,2016-02-20
3569,3569,198,494,3569,1981-11-26
3570,3570,278,313,3570,1921-03-07
3571,3571,49,340,3571,1965-10-08
3572,3572,96,413,3572,1954-10-02
3573,3573,18,182,3573,1998-12-12
3574,3574,34,242,3574,2023-03-05
3575,3575,547,305,3575,1943-12-20
3576,3576,18,219,3576,1948-07-01
3577,3577,2,159,3577,1918-05-10
3578,3578,25,692,3578,1978-10-24
3579,3579,199,650,3579,1911-10-17
3580,3580,25,855,3580,1918-07-11
3581,3581,377,282,3581,1953-12-12
3582,3582,284,301,3582,1939-02-11
3583,3583,548,818,3583,1955-12-25
3584,3584,402,15,3584,1943-06-21
3585,3585,429,856,3585,1964-06-20
3586,3586,71,551,3586,2021-10-22
3587,3587,27,28,3587,1941-09-19
3588,3588,344,84,3588,1961-05-25
3589,3589,395,110,3589,1917-02-14
3590,3590,17,857,3590,1938-07-27
3591,3591,68,226,3591,1928-06-07
3592,3592,280,64,3592,1941-05-03
3593,3593,8,449,3593,1922-07-07
3594,3594,475,377,3594,1939-08-28
3595,3595,231,266,3595,1947-10-29
3596,3596,98,508,3596,1963-04-27
3597,3597,3,108,3597,2023-12-01
3598,3598,111,28,3598,2020-09-04
3599,3599,52,241,3599,1936-07-06
3600,3600,175,122,3600,1943-01-11
3601,3601,7,153,3601,1965-03-16
3602,3602,81,361,3602,1994-03-21
3603,3603,52,75,3603,1992-03-13
3604,3604,132,537,3604,2009-12-06
3605,3605,198,504,3605,1939-03-16
3606,3606,236,673,3606,1993-09-15
3607,3607,95,220,3607,1922-05-27
3608,3608,11,349,3608,1979-08-26
3609,3609,169,122,3609,1956-09-01
3610,3610,97,212,3610,2014-07-11
3611,3611,148,78,3611,1950-11-14
3612,3612,236,449,3612,1935-09-19
3613,3613,549,381,3613,1968-08-14
3614,3614,35,531,3614,1983-02-27
3615,3615,69,788,3615,2017-09-30
3616,3616,108,77,3616,1997-03-13
3617,3617,344,71,3617,1952-06-17
3618,3618,230,610,3618,2004-05-20
3619,3619,217,171,3619,1966-11-08
3620,3620,224,606,3620,2012-04-30
3621,3621,265,731,3621,1941-06-30
3622,3622,72,270,3622,1960-08-14
3623,3623,15,597,3623,2019-04-09
3624,3624,182,32,3624,1967-07-06
3625,3625,47,425,3625,1964-08-11
3626,3626,97,267,3626,1969-01-01
3627,3627,32,858,3627,1918-04-21
3628,3628,13,589,3628,1924-02-28
3629,3629,427,71,3629,1979-01-28
3630,3630,84,595,3630,1996-04-15
3631,3631,111,136,3631,1910-02-18
3632,3632,74,98,3632,1975-08-08
3633,3633,236,485,3633,1916-06-29
3634,3634,391,125,3634,2021-11-20
3635,3635,416,460,3635,1940-05-22
3636,3636,19,67,3636,1962-01-20
3637,3637,59,123,3637,2000-10-10
3638,3638,322,83,3638,2013-03-31
3639,3639,214,830,3639,1951-05-15
3640,3640,214,240,3640,1973-09-27
3641,3641,129,859,3641,1936-07-27
3642,3642,227,20,3642,1926-10-14
